"session","exam","year","question_id","subquestion_id","type","marks","AO","spec_reference","question_text","mark_scheme","extra_notes","question_page_start","question_page_end","mark_scheme_start_page","mark_scheme_end_page","has_figure","figure_labels_joined","has_table","table_labels_joined","source_qp","source_ms"
"JUN23","AQA GCSE Combined Science: Chemistry Paper 1F, 2023","2023","1","01.6","multiple choice","1","AO1","5.1.1.3","Experimental evidence led to the scientific model of the atom changing over time.
Figure 4 shows three models for the atom.
Figure 4
What is the order for the development of the model of the atom? 
[1 mark]
Tick (✓) one box.","","","6","6","10","10","true","Figure 4","false","","C1F Papers and Mark Schemes\AQA-8464C1F-QP-JUN23.PDF","C1F Papers and Mark Schemes\AQA-8464C1F-MS-JUN23.PDF"
"JUN23","AQA GCSE Combined Science: Chemistry Paper 1F, 2023","2023","1","01.7","short answer","1","AO1","5.1.1.3","Complete the sentence.
Choose the answer from the box.
[1 mark]
Bohr      Chadwick      Mendeleev
The existence of neutrons was discovered by _____________.","chadwick","","7","7","10","10","false","","false","","C1F Papers and Mark Schemes\AQA-8464C1F-QP-JUN23.PDF","C1F Papers and Mark Schemes\AQA-8464C1F-MS-JUN23.PDF"
"JUN23","AQA GCSE Combined Science: Chemistry Paper 1F, 2023","2023","2","02.1","multiple choice","1","AO1","5.4.1.2, 5.5.1.1, RPA10","A student investigated the temperature change when magnesium was added to zinc sulfate solution.
Figure 5 shows the apparatus.
Figure 5
Which piece of equipment is labelled X? 
[1 mark]
Tick (✓) one box.
|   | Beaker | Ruler | Thermometer |
|---|--------|-------|-------------|
|   |  [ ]   |  [ ]  |    [ ]      |","thermometer","","8","8","10","10","true","Figure 5","false","","C1F Papers and Mark Schemes\AQA-8464C1F-QP-JUN23.PDF","C1F Papers and Mark Schemes\AQA-8464C1F-MS-JUN23.PDF"
"JUN23","AQA GCSE Combined Science: Chemistry Paper 1F, 2023","2023","2","02.2","multiple choice","1","AO1","5.4.1.2, 5.5.1.1, RPA10","Which piece of equipment is the best to use to measure volumes of solution?
[1 mark]
Tick (✓) one box.
|   | Conical flask | Evaporating basin | Measuring cylinder |
|---|--------------|-------------------|-------------------|
|   |     [ ]      |        [ ]        |        [ ]        |","measuring cylinder","","8","8","10","10","false","","false","","C1F Papers and Mark Schemes\AQA-8464C1F-QP-JUN23.PDF","C1F Papers and Mark Schemes\AQA-8464C1F-MS-JUN23.PDF"
"JUN23","AQA GCSE Combined Science: Chemistry Paper 1F, 2023","2023","2","02.3","calculation","2","AO2","5.4.1.2, 5.5.1.1, RPA10","The student added 1.0 g of magnesium to 50 cm3 of zinc sulfate solution and measured the temperature increase.
The student repeated the experiment two more times.
Table 1 shows the results.

| Temperature increase in °C | Experiment 1 | Experiment 2 | Experiment 3 | Mean |
|---------------------------|--------------|--------------|--------------|------|
|                           |     7.6      |     7.3      |     7.6      |  Y   |

Calculate value Y in Table 1.
[2 marks]
Y = ________ °C","(Y =) (7.6 + 7.3 + 7.6) / 3  
= 22.5 / 3  
= 7.5 (°C)

allow for 2 marks:

(Y =) (7.6 + 7.6) / 2  
= 15.2 / 2  
= 7.6 (°C)","","9","9","10","10","false","","true","Table 1","C1F Papers and Mark Schemes\AQA-8464C1F-QP-JUN23.PDF","C1F Papers and Mark Schemes\AQA-8464C1F-MS-JUN23.PDF"
"JUN23","AQA GCSE Combined Science: Chemistry Paper 1F, 2023","2023","2","02.4","calculation","2","AO2","5.4.1.2, 5.5.1.1, RPA10","The student then added 1.2 g of magnesium to 50 cm3 of zinc sulfate solution.
The temperature increased by 9.0 °C.
Calculate the temperature increase when the student adds 0.40 g of magnesium to 50 cm3 of zinc sulfate solution.
[2 marks]
Temperature increase = ________ °C","(temperature increase =) 0.40 × 9.0 / 1.2  
= 3.0 (°C)","","9","9","10","10","false","","false","","C1F Papers and Mark Schemes\AQA-8464C1F-QP-JUN23.PDF","C1F Papers and Mark Schemes\AQA-8464C1F-MS-JUN23.PDF"
"JUN23","AQA GCSE Combined Science: Chemistry Paper 1F, 2023","2023","2","02.5","multiple choice","1","AO1","5.5.1.1, RPA10","What is the name given to a reaction which causes the temperature to increase? 
[1 mark]
Tick (✓) one box.
|   | Endothermic | Exothermic | Thermal decomposition |
|---|-------------|------------|----------------------|
|   |    [ ]      |    [ ]     |         [ ]          |","exothermic","","10","10","10","10","false","","false","","C1F Papers and Mark Schemes\AQA-8464C1F-QP-JUN23.PDF","C1F Papers and Mark Schemes\AQA-8464C1F-MS-JUN23.PDF"
"JUN23","AQA GCSE Combined Science: Chemistry Paper 1F, 2023","2023","2","02.6","short answer","1","AO3","5.4.1.2, 5.5.1.1, RPA10","The student repeated the experiment with 1.2 g of copper and 50 cm3 of zinc sulfate solution.
The temperature did not increase.
Give one reason why.
[1 mark]
____________________________________________________","copper did not react (with zinc sulfate)
or
copper is less reactive (than zinc)
allow copper is less reactive (than magnesium)","","10","10","10","10","false","","false","","C1F Papers and Mark Schemes\AQA-8464C1F-QP-JUN23.PDF","C1F Papers and Mark Schemes\AQA-8464C1F-MS-JUN23.PDF"
"JUN23","AQA GCSE Combined Science: Chemistry Paper 1F, 2023","2023","3","03.1","multiple choice","1","AO1","5.2.1.2","Structure and bonding is used to explain properties of compounds.
Metal atoms react with non-metal atoms to form ions.
Which group of elements does not form ions?
[1 mark]
Tick (✓) one box.
|   | Alkali metals | Halogens | Noble gases |
|---|---------------|----------|-------------|
|   |     [ ]       |   [ ]    |    [ ]      |","noble gases","","11","11","10","10","false","","false","","C1F Papers and Mark Schemes\AQA-8464C1F-QP-JUN23.PDF","C1F Papers and Mark Schemes\AQA-8464C1F-MS-JUN23.PDF"
"JUN23","AQA GCSE Combined Science: Chemistry Paper 1F, 2023","2023","3","03.2","short answer","4","AO2","5.2.1.2","Potassium reacts with chlorine to produce potassium chloride (KCl).
Figure 6 shows what happens to the electrons in the outer shells when a potassium atom reacts with a chlorine atom.
The dots (o) and crosses (×) represent electrons.
Figure 6
Describe what happens when a potassium atom reacts with a chlorine atom to produce potassium chloride.
Answer in terms of electrons.
[4 marks]
____________________________________________________","potassium (atoms) lose electrons  
chlorine (atoms) gain electrons  
reference to one electron  
any one from:
• to form ions
• to form full outer shell(s)
• to form full energy level(s)
allow to form a noble gas structure","","12","13","10","10","true","Figure 6","false","","C1F Papers and Mark Schemes\AQA-8464C1F-QP-JUN23.PDF","C1F Papers and Mark Schemes\AQA-8464C1F-MS-JUN23.PDF"
"JUN23","AQA GCSE Combined Science: Chemistry Paper 1F, 2023","2023","3","03.3","multiple choice","1","AO2","5.2.1.3","In solid ionic compounds, oppositely charged ions attract to form a giant structure.
Which structure represents the arrangement of ions in solid potassium chloride?
[1 mark]
Tick (✓) one box.","","","13","13","10","10","false","","false","","C1F Papers and Mark Schemes\AQA-8464C1F-QP-JUN23.PDF","C1F Papers and Mark Schemes\AQA-8464C1F-MS-JUN23.PDF"
"JUN23","AQA GCSE Combined Science: Chemistry Paper 1F, 2023","2023","3","03.4","table completion","2","AO1","5.2.1.1, 5.2.1.4","Non-metal atoms share electrons to form covalent bonds.
Water (H2O) is a covalent molecule.
Table 2 shows the number of electrons in the outer shells of hydrogen atoms and of oxygen atoms.
Table 2
| Element  | Number of electrons in the outer shell of an atom |
|----------|---------------------------------------------------|
| Hydrogen | 1                                                 |
| Oxygen   | 6                                                 |
Figure 7 shows part of a dot and cross diagram for a molecule of water.
Complete the dot and cross diagram.
You should only show electrons in the outer shells.
[2 marks]
Figure 7","one shared pair in each overlap  
four non-bonding electrons in outer shell of oxygen","allow any combination of circles, dots, crosses, e(–) for electrons
do not accept extra electron(s) on outer shell of hydrogen
ignore any inner shell electrons
the diagram below scores 2 marks","14","14","10","10","true","Figure 7","true","Table 2","C1F Papers and Mark Schemes\AQA-8464C1F-QP-JUN23.PDF","C1F Papers and Mark Schemes\AQA-8464C1F-MS-JUN23.PDF"
"JUN23","AQA GCSE Combined Science: Chemistry Paper 1F, 2023","2023","3","03.5","short answer","1","AO3","5.2.1.4","Silica has a giant covalent structure.
Figure 8 represents the structure of silica.
Figure 8
Determine the ratio of silicon (Si) atoms to oxygen (O) atoms in silica.
Use Figure 8.
[1 mark]
Si : O __________","1 Si : 2 O","allow 6 Si : 12 O","15","15","10","10","true","Figure 8","false","","C1F Papers and Mark Schemes\AQA-8464C1F-QP-JUN23.PDF","C1F Papers and Mark Schemes\AQA-8464C1F-MS-JUN23.PDF"
"JUN23","AQA GCSE Combined Science: Chemistry Paper 1F, 2023","2023","3","03.6","multiple choice","1","AO1","5.2.2.5","Polymers have very large molecules.
Figure 9 represents part of the structure of a polymer.
Figure 9
What holds polymer molecule 1 and polymer molecule 2 together in a polymer?
[1 mark]
Tick (✓) one box.
|   | Covalent bonds | Electrostatic attraction between ions | Weak intermolecular forces |
|---|----------------|--------------------------------------|--------------------------|
|   |     [ ]        |                [ ]                   |          [ ]             |","weak intermolecular forces","","15","15","10","10","true","Figure 9","false","","C1F Papers and Mark Schemes\AQA-8464C1F-QP-JUN23.PDF","C1F Papers and Mark Schemes\AQA-8464C1F-MS-JUN23.PDF"
"JUN23","AQA GCSE Combined Science: Chemistry Paper 1F, 2023","2023","3","03.7","extended response","3","AO3","5.2.2.4, 5.2.2.5","Figure 10 shows the melting point of a polymer as the length of the polymer molecule increases.
Figure 10
Describe the trend shown in Figure 10.
[3 marks]
____________________________________________________","the melting point increases as the length of the polymer molecule increases  
(then the) melting point levels off (as the polymer molecule length increases)
allow 1 mark for melting point increases
allow (then the) melting point becomes constant (as the polymer molecule length increases)","ignore references to boiling point","16","17","10","10","true","Figure 10","false","","C1F Papers and Mark Schemes\AQA-8464C1F-QP-JUN23.PDF","C1F Papers and Mark Schemes\AQA-8464C1F-MS-JUN23.PDF"
"JUN23","AQA GCSE Combined Science: Chemistry Paper 1F, 2023","2023","4","04.1","multiple choice","1","AO1","5.2.2.8","Copper bromide solution is electrolysed using inert electrodes.
Figure 11 shows the apparatus.
Figure 11
Which particles carry the electrical charge through the metal wire? 
[1 mark]
Tick (✓) one box.
|   | Electrons | Neutrons | Protons |
|---|-----------|----------|---------|
|   |   [ ]     |   [ ]    |   [ ]   |","electrons","","17","17","10","10","true","Figure 11","false","","C1F Papers and Mark Schemes\AQA-8464C1F-QP-JUN23.PDF","C1F Papers and Mark Schemes\AQA-8464C1F-MS-JUN23.PDF"
"JUN23","AQA GCSE Combined Science: Chemistry Paper 1F, 2023","2023","4","04.2","short answer","2","AO1","5.4.3.4","There are four ions in copper bromide solution:
• Cu2+
• Br – 
• H+
• OH–
Two of these ions are formed when a water molecule breaks down.
The symbol equation when a water molecule breaks down is:
H2O → H+ + OH–
Complete the word equation for the breakdown of a water molecule.
[2 marks]
water → __________ + __________","(water →) hydrogen (ion) + hydroxide (ion)","allow for 1 mark 
hydrogen (ion)
allow for 1 mark 
hydroxide (ion)","18","18","10","10","false","","false","","C1F Papers and Mark Schemes\AQA-8464C1F-QP-JUN23.PDF","C1F Papers and Mark Schemes\AQA-8464C1F-MS-JUN23.PDF"
"JUN23","AQA GCSE Combined Science: Chemistry Paper 1F, 2023","2023","4","04.3","multiple choice","1","AO2","5.1.1.1, 5.4.2.2","Copper ions and bromide ions carry the electrical charge through the solution.
The formula of a copper ion is Cu2+
The formula of a bromide ion is Br – 
What is the formula of copper bromide? 
[1 mark]
Tick (✓) one box.
|   | CuBr | Cu2Br | CuBr2 |
|---|------|-------|-------|
|   | [ ]  |  [ ]  |  [ ]  |","CuBr2","","18","18","10","10","false","","false","","C1F Papers and Mark Schemes\AQA-8464C1F-QP-JUN23.PDF","C1F Papers and Mark Schemes\AQA-8464C1F-MS-JUN23.PDF"
"JUN23","AQA GCSE Combined Science: Chemistry Paper 1F, 2023","2023","4","04.4","short answer","2","AO1","5.4.3.1, 5.4.3.4, RPA9","Explain why copper ions (Cu2+) move to the negative electrode.
[2 marks]
____________________________________________________","(copper ions) are positive(ly charged)
(so are) attracted (to the negative electrode)","","19","19","10","10","false","","false","","C1F Papers and Mark Schemes\AQA-8464C1F-QP-JUN23.PDF","C1F Papers and Mark Schemes\AQA-8464C1F-MS-JUN23.PDF"
"JUN23","AQA GCSE Combined Science: Chemistry Paper 1F, 2023","2023","4","04.5","short answer","1","AO1","5.4.3.1, 5.4.3.4, RPA9","Complete the sentence.
Choose the answer from the box.
[1 mark]
decomposed    discharged    distilled
At the negative electrode copper metal is produced when the copper ions are __________.","discharged","","19","19","10","10","false","","false","","C1F Papers and Mark Schemes\AQA-8464C1F-QP-JUN23.PDF","C1F Papers and Mark Schemes\AQA-8464C1F-MS-JUN23.PDF"
"JUN23","AQA GCSE Combined Science: Chemistry Paper 1F, 2023","2023","4","04.6","multiple choice","1","AO2","5.4.3.1, 5.4.3.4, RPA9","What happens to the mass of the negative electrode during electrolysis?
[1 mark]
Tick (✓) one box.
|   | Decreases | No change | Increases |
|---|-----------|-----------|-----------|
|   |   [ ]     |   [ ]     |   [ ]     |","increases","","19","19","10","10","false","","false","","C1F Papers and Mark Schemes\AQA-8464C1F-QP-JUN23.PDF","C1F Papers and Mark Schemes\AQA-8464C1F-MS-JUN23.PDF"
"JUN23","AQA GCSE Combined Science: Chemistry Paper 1F, 2023","2023","4","04.7","multiple choice","1","AO2","5.4.3.1, 5.4.3.4, RPA9","There are four ions in copper bromide solution:
• Cu2+
• Br – 
• H+
• OH–
What is produced at the positive electrode when copper bromide solution is electrolysed?
[1 mark]
Tick (✓) one box.
|   | Bromine | Hydrogen | Oxygen |
|---|---------|----------|--------|
|   |  [ ]    |   [ ]    |  [ ]   |","bromine","","20","20","10","10","false","","false","","C1F Papers and Mark Schemes\AQA-8464C1F-QP-JUN23.PDF","C1F Papers and Mark Schemes\AQA-8464C1F-MS-JUN23.PDF"
"JUN23","AQA GCSE Combined Science: Chemistry Paper 1F, 2023","2023","5","05.1","short answer","1","AO1","5.4.3.1, 5.4.3.3","This question is about extraction of metals.
Aluminium is extracted from a molten mixture of aluminium oxide and cryolite using electrolysis.
Figure 12 shows the electrolysis cell.
Figure 12
Complete the sentence.
[1 mark]
The extraction of aluminium is expensive because the process uses large amounts of __________.","energy / electricity","","22","22","10","10","true","Figure 12","false","","C1F Papers and Mark Schemes\AQA-8464C1F-QP-JUN23.PDF","C1F Papers and Mark Schemes\AQA-8464C1F-MS-JUN23.PDF"
"JUN23","AQA GCSE Combined Science: Chemistry Paper 1F, 2023","2023","5","05.2","short answer","1","AO1","5.4.3.1, 5.4.3.3","Oxygen is produced at the positive carbon electrodes.
The oxygen reacts with the carbon electrodes.
Which gas is produced when oxygen reacts with the positive carbon electrodes?
[1 mark]
____________________","carbon dioxide","","22","22","10","10","false","","false","","C1F Papers and Mark Schemes\AQA-8464C1F-QP-JUN23.PDF","C1F Papers and Mark Schemes\AQA-8464C1F-MS-JUN23.PDF"
"JUN23","AQA GCSE Combined Science: Chemistry Paper 1F, 2023","2023","5","05.3","short answer","1","AO3","5.1.2.5, 5.4.1.2","Titanium is extracted from titanium chloride by reacting titanium chloride with sodium.
The reaction between titanium chloride and sodium is carried out in an inert atmosphere.
Suggest why the reaction is carried out in an inert atmosphere.
[1 mark]
____________________________________________________","sodium reacts with air / oxygen
or
sodium is highly reactive
allow titanium (chloride) reacts with air / oxygen","","23","23","10","10","false","","false","","C1F Papers and Mark Schemes\AQA-8464C1F-QP-JUN23.PDF","C1F Papers and Mark Schemes\AQA-8464C1F-MS-JUN23.PDF"
"JUN23","AQA GCSE Combined Science: Chemistry Paper 1F, 2023","2023","5","05.4","multiple choice","1","AO3","5.1.2.4","Complete the sentence.
Choose the answer from the box.
[1 mark]
argon    chlorine    hydrogen
The gas used for the inert atmosphere is __________.","argon","","23","23","10","10","false","","false","","C1F Papers and Mark Schemes\AQA-8464C1F-QP-JUN23.PDF","C1F Papers and Mark Schemes\AQA-8464C1F-MS-JUN23.PDF"
"JUN23","AQA GCSE Combined Science: Chemistry Paper 1F, 2023","2023","5","05.5","short answer","1","AO2","5.1.1.1, 5.4.1.2","Balance the equation for the reaction.
[1 mark]
TiCl4 + 4Na → Ti + _________ NaCl","TiCl4 + 4 Na → Ti + 4 NaCl","allow multiples","23","23","10","10","false","","false","","C1F Papers and Mark Schemes\AQA-8464C1F-QP-JUN23.PDF","C1F Papers and Mark Schemes\AQA-8464C1F-MS-JUN23.PDF"
"JUN23","AQA GCSE Combined Science: Chemistry Paper 1F, 2023","2023","5","05.6","calculation","1","AO2","5.3.1.1, 5.3.1.3","Copper is extracted from copper oxide by reacting copper oxide with carbon.
Figure 13 shows the apparatus.
Figure 13
The equation for the reaction is:
2 CuO(s) + C(s) → 2 Cu(s) + CO2(g)
In an experiment 15.9 g of copper oxide and 1.2 g of carbon reacted.
12.7 g of copper was produced in the reaction.
Calculate the mass of carbon dioxide produced in this experiment.
[1 mark]
Mass of carbon dioxide = ________ g","4.4 (g)","","24","24","10","10","true","Figure 13","false","","C1F Papers and Mark Schemes\AQA-8464C1F-QP-JUN23.PDF","C1F Papers and Mark Schemes\AQA-8464C1F-MS-JUN23.PDF"
"JUN23","AQA GCSE Combined Science: Chemistry Paper 1F, 2023","2023","5","05.7","short answer","2","AO2","5.3.1.1, 5.3.1.3","Explain why the mass of the contents in the crucible changed during the experiment.
[2 marks]
____________________________________________________","(the) mass decreased
(because) carbon dioxide escapes (into the atmosphere)","allow (because) carbon dioxide is a gas
allow (because) a gas is produced","24","24","10","10","false","","false","","C1F Papers and Mark Schemes\AQA-8464C1F-QP-JUN23.PDF","C1F Papers and Mark Schemes\AQA-8464C1F-MS-JUN23.PDF"
"JUN23","AQA GCSE Combined Science: Chemistry Paper 1F, 2023","2023","5","05.8","table completion","2","AO2","5.4.1.3","What happens to copper oxide in the reaction?
Give one reason for your answer.
Use the equation for the reaction.
[2 marks]
Tick (✓) one box. 
|   | The copper oxide is dissolved | The copper oxide is oxidised | The copper oxide is reduced |
|---|-------------------------------|-----------------------------|-----------------------------|
|   | [ ]                           | [ ]                         | [ ]                         |
Reason
____________________________________________________","the copper oxide is reduced
(reason) (copper oxide) loses oxygen","","25","25","10","10","false","","false","","C1F Papers and Mark Schemes\AQA-8464C1F-QP-JUN23.PDF","C1F Papers and Mark Schemes\AQA-8464C1F-MS-JUN23.PDF"
"JUN23","AQA GCSE Combined Science: Chemistry Paper 1F, 2023","2023","6","06.1","short answer","1","AO1","5.4.2.4","This question is about carbon dioxide.
Carbon dioxide is soluble in water and forms an acidic solution.
Which ion makes the solution acidic?
[1 mark]
____________________","hydrogen / H+","","27","27","10","10","false","","false","","C1F Papers and Mark Schemes\AQA-8464C1F-QP-JUN23.PDF","C1F Papers and Mark Schemes\AQA-8464C1F-MS-JUN23.PDF"
"JUN23","AQA GCSE Combined Science: Chemistry Paper 1F, 2023","2023","6","06.2","short answer","2","AO1","5.4.2.4","Name an indicator that could be used to test if the solution is acidic.
Give the result of the test.
[2 marks]
Indicator ____________________
Result _______________________","(indicator) universal
(result) (green to) red / orange / yellow
OR
(indicator) (blue) litmus (1) (result) (turns) red (1)
OR
(indicator) methyl orange (1) (result) (turns) red (1)","MP2 is dependent upon MP1 being awarded
ignore pH meter","27","27","10","10","false","","false","","C1F Papers and Mark Schemes\AQA-8464C1F-QP-JUN23.PDF","C1F Papers and Mark Schemes\AQA-8464C1F-MS-JUN23.PDF"
"JUN23","AQA GCSE Combined Science: Chemistry Paper 1F, 2023","2023","6","06.3","multiple choice","1","AO3","5.3.2.5","Figure 14 shows the mass of carbon dioxide that will dissolve in 1 dm3 of water at different temperatures.
Figure 14
How does the solubility of carbon dioxide change as the temperature of the water increases?
[1 mark]
Tick (✓) one box.
|   | The solubility decreases | The solubility does not change | The solubility increases |
|---|-------------------------|-------------------------------|------------------------|
|   |        [ ]              |            [ ]                 |        [ ]             |","the solubility decreases","","28","28","10","10","true","Figure 14","false","","C1F Papers and Mark Schemes\AQA-8464C1F-QP-JUN23.PDF","C1F Papers and Mark Schemes\AQA-8464C1F-MS-JUN23.PDF"
"JUN23","AQA GCSE Combined Science: Chemistry Paper 1F, 2023","2023","6","06.4","multiple choice","1","AO3","5.3.2.5, 5.4.2.4","Carbon dioxide dissolves in water to form an acidic solution.
How does the pH of the solution change as the temperature of the water increases? 
Use Figure 14. 
[1 mark]
Tick (✓) one box.
|   | pH of the solution decreases | pH of the solution does not change | pH of the solution increases |
|---|-----------------------------|------------------------------------|-----------------------------|
|   |           [ ]               |               [ ]                  |           [ ]               |","pH of the solution increases","","29","29","10","10","true","Figure 14","false","","C1F Papers and Mark Schemes\AQA-8464C1F-QP-JUN23.PDF","C1F Papers and Mark Schemes\AQA-8464C1F-MS-JUN23.PDF"
"JUN23","AQA GCSE Combined Science: Chemistry Paper 1F, 2023","2023","6","06.5","multiple choice","1","AO2","5.2.2.2, AO2.2","Calcium carbonate reacts with hydrochloric acid to produce carbon dioxide.
The equation for the reaction is:
CaCO3(s) + 2 HCl(aq) → CaCl2(aq) + CO2(g) + H2O(x)
What is the state symbol (x) in the equation? 
[1 mark]
Tick (✓) one box.
|   | (aq) | (g) | (l) | (s) |
|---|------|-----|-----|-----|
|   | [ ]  | [ ] | [ ] | [ ] |","(l)","","29","29","10","10","false","","false","","C1F Papers and Mark Schemes\AQA-8464C1F-QP-JUN23.PDF","C1F Papers and Mark Schemes\AQA-8464C1F-MS-JUN23.PDF"
"JUN23","AQA GCSE Combined Science: Chemistry Paper 1F, 2023","2023","6","06.6","extended response","6","AO3","","Figure 15 shows equipment a student used for an investigation.
Figure 15
The student investigated the volume of carbon dioxide produced when different masses of calcium carbonate react with hydrochloric acid.
Describe a method the student could use.
[6 marks]
____________________________________________________","Level 3: The method would lead to the production of a valid outcome. All key steps are identified and logically sequenced.  
5–6
Level 2: The method would not necessarily lead to a valid outcome. Most steps are identified, but the plan is not fully logically sequenced.  
3–4
Level 1: The method would not lead to a valid outcome. Some relevant steps are identified, but links are not made clear.  
1–2
No relevant content  
0

Indicative Content:
• measure a (stated) mass of calcium carbonate
• use a balance
• add calcium carbonate into a conical flask
• measure a (stated) volume of hydrochloric acid
• use a measuring cylinder
• add hydrochloric acid to the conical flask
• immediately place the stopper (and delivery tube) in the conical flask
• record the total volume of carbon dioxide gas
or
record volume of carbon dioxide collected in set time
or
time taken to collect fixed volume of gas
• collected in the gas syringe
• repeat
• repeat method with different masses of calcium carbonate","","30","31","10","10","true","Figure 15","false","","C1F Papers and Mark Schemes\AQA-8464C1F-QP-JUN23.PDF","C1F Papers and Mark Schemes\AQA-8464C1F-MS-JUN23.PDF"
"JUN23","AQA GCSE Combined Science: Chemistry Paper 1F, 2023","2023","7","07.1","short answer","1","AO1","5.4.2.2, RPA8","Lithium hydroxide reacts with sulfuric acid to produce lithium sulfate.
The equation for the reaction is:
2 LiOH + H2SO4 → Li2SO4 + 2 H2O
What type of reaction is this?
[1 mark]
____________________","neutralisation allow exothermic","","32","32","10","10","false","","false","","C1F Papers and Mark Schemes\AQA-8464C1F-QP-JUN23.PDF","C1F Papers and Mark Schemes\AQA-8464C1F-MS-JUN23.PDF"
"JUN23","AQA GCSE Combined Science: Chemistry Paper 1F, 2023","2023","7","07.2","calculation","2","AO2","5.3.1.2","Calculate the relative formula mass (Mr) of sulfuric acid (H2SO4). 
Relative atomic masses (Ar): H = 1 O = 16 S = 32
[2 marks]
Relative formula mass (Mr) = __________","(Mr =) (1 × 2) + 32 + (4 × 16)
= 2 + 32 + 64
= 98","","32","32","10","10","false","","false","","C1F Papers and Mark Schemes\AQA-8464C1F-QP-JUN23.PDF","C1F Papers and Mark Schemes\AQA-8464C1F-MS-JUN23.PDF"
"JUN23","AQA GCSE Combined Science: Chemistry Paper 1F, 2023","2023","7","07.3","calculation","4","AO2","5.3.1.2","Calculate the percentage by mass of oxygen in lithium sulfate (Li2SO4). 
Relative atomic mass (Ar): O = 16
Relative formula mass (Mr): Li2SO4 = 110
Give your answer to 2 significant figures.
[4 marks]
Percentage by mass of oxygen (2 significant figures) = ________ %","(Ar O × 4 =) 4 × 16 = 64

(percentage of oxygen =) (64 / 110) × 100
= 58.18
= 58 (%)","allow correct use of incorrectly determined mass of oxygen
allow a correctly calculated answer to 2 significant figures from an incorrect calculation which uses the values in the question","33","33","10","10","false","","false","","C1F Papers and Mark Schemes\AQA-8464C1F-QP-JUN23.PDF","C1F Papers and Mark Schemes\AQA-8464C1F-MS-JUN23.PDF"
"JUN23","AQA GCSE Combined Science: Chemistry Paper 1F, 2023","2023","7","07.4","calculation","3","AO2","5.3.2.5","A solution of lithium sulfate contains 0.30 g of lithium sulfate in 25 cm3. 
Calculate the concentration of lithium sulfate in g/dm3. 
[3 marks]
Concentration = ________ g/dm3","(unit conversion) 25 cm3 ÷ 1000 = 0.025 dm3

(conc =) 0.30 / 0.025 (g/dm3)
= 12 (g/dm3)

alternative approach:
0.30 / 25 (g/cm3) = 0.012 (g/cm3)
(unit conversion) 0.012 × 1000 = 12 (g/dm3)","allow correct use of incorrect / no unit conversion
allow correct conversion of an incorrect concentration calculation","33","33","10","10","false","","false","","C1F Papers and Mark Schemes\AQA-8464C1F-QP-JUN23.PDF","C1F Papers and Mark Schemes\AQA-8464C1F-MS-JUN23.PDF"
"JUN24","AQA GCSE Combined Science: Chemistry Paper 1F, 2024","2024","1","Q01.1","multiple choice","1","AO1","5.1.2.5","Potassium is in Group 1 of the periodic table.
What name is given to Group 1 elements?
[1 mark]
Tick () one box.
|   |   |
|---|---|
| ☐ | Alkali metals |
| ☐ | Halogens |
| ☐ | Noble gases |","alkali metals","","2","2","10","10","false","","false","","C1F Papers and Mark Schemes\AQA-8464C1F-QP-JUN24.PDF","C1F Papers and Mark Schemes\AQA-8464C1F-MS-JUN24.PDF"
"JUN24","AQA GCSE Combined Science: Chemistry Paper 1F, 2024","2024","1","Q01.2","multiple choice","1","AO1","5.1.1.5","A potassium atom is very small.
What is the radius of a potassium atom? 
[1 mark]
Tick () one box.
|   |   |
|---|---|
| ☐ | 0.2 cm |
| ☐ | 0.2 mm |
| ☐ | 0.2 nm |","0.2 nm","","2","2","10","10","false","","false","","C1F Papers and Mark Schemes\AQA-8464C1F-QP-JUN24.PDF","C1F Papers and Mark Schemes\AQA-8464C1F-MS-JUN24.PDF"
"JUN24","AQA GCSE Combined Science: Chemistry Paper 1F, 2024","2024","1","Q01.3","multiple choice","1","AO1","5.1.1.5","What name is given to the number of protons in an atom? 
[1 mark]
Tick () one box.
|   |   |
|---|---|
| ☐ | Atomic number |
| ☐ | Group number |
| ☐ | Mass number |","atomic number","","2","2","10","10","false","","false","","C1F Papers and Mark Schemes\AQA-8464C1F-QP-JUN24.PDF","C1F Papers and Mark Schemes\AQA-8464C1F-MS-JUN24.PDF"
"JUN24","AQA GCSE Combined Science: Chemistry Paper 1F, 2024","2024","1","Q01.4","table completion","2","AO1","5.1.1.4","Table 1 shows the name and the relative charge of the particles in a potassium atom.

Table 1

| Name of particle | Relative charge |
|------------------|----------------|
| Proton           | 0              |
| Electron         | –1             |

Complete Table 1.
[2 marks]","Name Relative charge
Proton +1
Neutron 0
Electron -1","","3","3","10","10","false","","true","Table 1","C1F Papers and Mark Schemes\AQA-8464C1F-QP-JUN24.PDF","C1F Papers and Mark Schemes\AQA-8464C1F-MS-JUN24.PDF"
