session,exam,year,question_id,subquestion_id,type,marks,AO,spec_reference,question_text,mark_scheme,extra_notes,question_page_start,question_page_end,mark_scheme_start_page,mark_scheme_end_page,has_figure,figure_labels_joined,has_table,table_labels_joined,source_qp,source_ms,figure_labels,table_labels,question_pdf_link
NOV21,"AQA GCSE Combined Science: Physics Paper 1H, 2021",2021,4,4.3,table completion,1,AO1,"6.3.1.1, RPA17","The student measured the length of the bronze cube using Vernier callipers and then using a micrometer.
Table 1 shows the results.
Table 1
| Equipment         | Length in mm |
|-------------------|--------------|
| Vernier callipers | 20.1         |
| Micrometer        | 20.14        |
Complete the sentence.
[1 mark]
The results in Table 1 show that the Vernier callipers and the micrometer have a different ____.","resolution
this answer only",this answer only,15,15,15,15,False,,True,Table 1,AQA-8464P1H-QP-NOV21.PDF,AQA-8464P1H-MS-NOV21.PDF,[],['Table 1'],
NOV21,"AQA GCSE Combined Science: Physics Paper 1H, 2021",2021,4,4.4,short answer,2,AO1,"6.3.1.1, RPA17","The student wanted to determine the density of a bronze coin.
The student had several identical coins.
The volume of each coin was very small.
The student added water to a measuring cylinder.
Figure 6 shows the student reading the volume of water in the measuring cylinder.
Figure 6
Give two changes the student should make to increase the accuracy of the volume measurement.
[2 marks]
1
____
2
____","place the measuring cylinder on a horizontal surface
view with eye in line with the level of the water
allow read from the bottom of the meniscus","allow read from the bottom of 
the meniscus",16,16,16,16,True,Figure 6,False,,AQA-8464P1H-QP-NOV21.PDF,AQA-8464P1H-MS-NOV21.PDF,['Figure 6'],[],
NOV21,"AQA GCSE Combined Science: Physics Paper 1H, 2021",2021,4,4.5,extended response,3,AO3,"6.3.1.1, RPA17","Describe how the student could use a displacement method to determine an accurate value for the volume of a single coin.
[3 marks]","add several coins to the measuring cylinder
measure the change in the water level in the measuring cylinder
divide by the number of coins added
allow a minimum of 5 coins if a number of coins is given","allow a minimum of 5 coins if a 
number of coins is given",17,17,17,17,False,,False,,AQA-8464P1H-QP-NOV21.PDF,AQA-8464P1H-MS-NOV21.PDF,[],[],
NOV21,"AQA GCSE Combined Science: Physics Paper 1H, 2021",2021,4,4.6,calculation,5,AO3,"6.3.1.1, RPA17","Old penny coins were made from a disc of bronze.
New penny coins are made from a disc of a different metal.
Figure 7 shows a disc of metal.
Figure 7
Table 2 shows information about the discs used to make each coin.
Table 2
| Disc       | Mass in g | Density in g/cm3 | Thickness in cm |
|------------|-----------|------------------|-----------------|
| Old penny  | 3.6       | 8.9              | 0.16            |
| New penny  | 3.6       | X                | 0.17            |
The discs used to make the old and the new coins have the same cross-sectional area.
Calculate value X in Table 2.
Give your answer to 2 significant figures.
The volume of a disc can be calculated using the equation:
volume of a disc = cross-sectional area × thickness
[5 marks]
Density (2 significant figures) = ____ g/cm3","8.9 = 3.6 / (area × 0.16)
area = 3.6 / (8.9 × 0.16)
density = 3.6 / (2.528 × 0.17)
density = 8.37… (g/cm^3)
density = 8.4 g/cm^3
allow 8.9 = 3.6 / volume
allow area = 2.5(28…) (cm^2)
allow 3.6 / (their calculated area × 0.17)
allow a correct calculation using their calculated area
this mark can only be scored for a correct rounding of a value of density calculated using correct equations","allow 8.9 = 3.6
volume
allow area = 2.5(28…) (cm2)
allow
3.6
their calculated area × 0.17
allow a correct calculation using
their calculated area 
this mark can only be scored for 
a correct rounding of a value of 
density calculated using correct 
equations",18,19,18,19,True,Figure 7,True,Table 2,AQA-8464P1H-QP-NOV21.PDF,AQA-8464P1H-MS-NOV21.PDF,['Figure 7'],['Table 2'],
NOV21,"AQA GCSE Combined Science: Physics Paper 1H, 2021",2021,5,5.1,calculation,4,AO2,6.2.4.1,"A TENS machine uses an electrical current to relieve pain.
Figure 8 shows the electrodes of a TENS machine connected across an ankle.
Figure 8
The maximum power of the TENS machine is 240 mW.
The potential difference across the battery in the TENS machine is 2.5 V.
Calculate the maximum current from the battery.
[4 marks]
Maximum current = ____ A","240 mW = 0.24 W
0.24 = 2.5 × I
I = 0.24 / 2.5
I = 0.096 (A)
allow a correct substitution using an incorrectly/not converted value of power
allow a correct re-arrangement using an incorrectly/not converted value of power
allow a correct calculation using an incorrectly/not converted value of power","allow a correct substitution using 
an incorrectly/not converted
value of power
allow a correct re-arrangement 
using an incorrectly/not 
converted value of power
allow a correct calculation using 
an incorrectly/not converted
value of power ",20,20,20,20,True,Figure 8,False,,AQA-8464P1H-QP-NOV21.PDF,AQA-8464P1H-MS-NOV21.PDF,['Figure 8'],[],
NOV21,"AQA GCSE Combined Science: Physics Paper 1H, 2021",2021,5,5.2,short answer,1,AO1,6.2.3.1,"Figure 9 is a sketch graph showing how the potential difference across the electrodes varies with time.
Figure 9
A student concluded that there was an alternating potential difference across the electrodes.
How does Figure 9 show that the student was not correct?
[1 mark]","because the potential difference is always positive
allow because potential difference does not change direction","allow because potential 
difference does not change 
direction",21,21,21,21,True,Figure 9,False,,AQA-8464P1H-QP-NOV21.PDF,AQA-8464P1H-MS-NOV21.PDF,['Figure 9'],[],
NOV21,"AQA GCSE Combined Science: Physics Paper 1H, 2021",2021,5,5.3,short answer,1,AO2,6.2.1.4,"Figure 10 shows a circuit the student built using the battery from the TENS machine.
Figure 10
The student recorded how the current in the resistor varied with the potential difference across the resistor.
Figure 11 shows a sketch graph of the results.
Figure 11
What relationship does Figure 11 show?
[1 mark]",potential difference is (directly) proportional to current,,22,22,22,22,True,"Figure 10, Figure 11",False,,AQA-8464P1H-QP-NOV21.PDF,AQA-8464P1H-MS-NOV21.PDF,"['Figure 10', 'Figure 11']",[],
NOV21,"AQA GCSE Combined Science: Physics Paper 1H, 2021",2021,5,5.4,extended response,3,AO2,6.2.2,"Figure 12 shows two more circuits that the student built using the battery from the TENS machine.
Figure 12
The resistors all have the same resistance.
Compare the readings on the voltmeter and ammeter in circuit A and circuit B.
[3 marks]
Voltmeter
____
Ammeter
____","voltmeter: the reading is the same in both circuits
ammeter: the reading in circuit B is twice the reading of circuit A
allow 1 mark for the reading in circuit B is bigger than circuit A","allow 1 mark for the reading in 
circuit B is bigger than circuit A",23,23,23,23,True,Figure 12,False,,AQA-8464P1H-QP-NOV21.PDF,AQA-8464P1H-MS-NOV21.PDF,['Figure 12'],[],
NOV21,"AQA GCSE Combined Science: Physics Paper 1H, 2021",2021,6,6.1,short answer,2,AO1,"6.3.2.1, 6.3.2.3","An air source heat pump transfers energy from the air outside a building to increase the temperature of the air inside the building.
Figure 13 shows an air source heat pump.
Figure 13
The compressor is connected to the mains electricity supply.
The pipe in the heat pump contains a substance called coolant.
In the evaporator, energy is transferred from the air outside the building to the liquid coolant.
The temperature of the coolant increases and it evaporates.
Explain what happens to the internal energy of the coolant as its temperature increases.
[2 marks]","the kinetic energy (and the potential energy) of the particles increases
so the internal energy increases because it is the sum of kinetic and potential energy (of the particles)
allow the speed of the particles increases","allow the speed of the particles 
increases",24,24,24,24,True,Figure 13,False,,AQA-8464P1H-QP-NOV21.PDF,AQA-8464P1H-MS-NOV21.PDF,['Figure 13'],[],https://drive.google.com/file/d/1dj1Z9pKEutLffqyrsafclvwBN0Ue6vNe/view
NOV21,"AQA GCSE Combined Science: Physics Paper 1H, 2021",2021,6,6.2,short answer,1,AO1,6.3.2.3,"What name is given to the energy needed to change the state of the liquid coolant?
[1 mark]","latent heat (of vaporisation)
allow specific latent heat (of vaporisation)","allow specific latent heat (of 
vaporisation)",25,25,25,25,False,,False,,AQA-8464P1H-QP-NOV21.PDF,AQA-8464P1H-MS-NOV21.PDF,[],[],https://drive.google.com/file/d/1dj1Z9pKEutLffqyrsafclvwBN0Ue6vNe/view
NOV21,"AQA GCSE Combined Science: Physics Paper 1H, 2021",2021,6,6.3,multiple choice,1,AO1,6.3.1.2,"What happens to the mass of the coolant as it evaporates and becomes a vapour?
[1 mark]
Tick (✓) one box.
|   |    |
|---|----|
| ☐ | Decreases |
| ☐ | Stays the same |
| ☐ | Increases |",stays the same,,25,25,25,25,False,,False,,AQA-8464P1H-QP-NOV21.PDF,AQA-8464P1H-MS-NOV21.PDF,[],[],https://drive.google.com/file/d/1dj1Z9pKEutLffqyrsafclvwBN0Ue6vNe/view
NOV21,"AQA GCSE Combined Science: Physics Paper 1H, 2021",2021,6,6.4,short answer,2,AO1,6.3.3.1,"The compressor increases the density and temperature of the coolant vapour inside the pipe.
Explain why the pressure in the pipe increases.
[2 marks]","more collisions per second
a greater force per collision",,25,26,25,25,False,,False,,AQA-8464P1H-QP-NOV21.PDF,AQA-8464P1H-MS-NOV21.PDF,[],[],https://drive.google.com/file/d/1dj1Z9pKEutLffqyrsafclvwBN0Ue6vNe/view
NOV21,"AQA GCSE Combined Science: Physics Paper 1H, 2021",2021,6,6.5,calculation,6,AO2,"6.1.2.2, 6.1.1.3, 6.3.2.2","The condenser transfers energy from the coolant to the air in the building.
When the total energy input to the heat pump system is 1560 kJ the temperature of the air in the building increases from 11.6 °C to 22.1 °C.
The efficiency of the heat pump system is 87.5%.
The mass of the air inside the building is 125 kg.
Calculate the specific heat capacity of the air in the building.
Give your answer in standard form.
[6 marks]
Specific heat capacity (standard form) = ____ J/kg °C","0.875 = useful output energy transfer / 1 560 000
useful output energy transfer = 0.875 × 1 560 000
useful output energy transfer = 1 365 000 (J)
1 365 000 = 125 × c × (22.1–11.6)
c = 1 365 000 / [125 × 10.5]
c = 1040 (J/kg °C)
c = 1.04 × 10^3 (J/kg °C)
allow a correct substitution using incorrectly/not converted values of efficiency and/or energy
this answer only
the equation efficiency = (useful output energy transfer) / (total input energy transfer) must have been used to score subsequent marks
allow a correct substitution using their calculated value of useful output energy
allow a correct re-arrangement using their value of useful output energy
allow a correct calculation using with their value of useful output energy
this mark can only be awarded for a calculation using the correct equations","allow a correct substitution 
using incorrectly/not converted
values of efficiency and/or 
energy 
this answer only
the equation 
efficiency = 
useful output energy transfer
total input energy transfer
must have been used to score 
subsequent marks
allow a correct substitution 
using their calculated value of 
useful output energy 
allow a correct re-arrangement 
using their value of useful 
output energy 
allow a correct calculation 
using with their value of useful 
output energy 
this mark can only be awarded 
for a calculation using the 
correct equations",26,26,26,26,False,,False,,AQA-8464P1H-QP-NOV21.PDF,AQA-8464P1H-MS-NOV21.PDF,[],[],https://drive.google.com/file/d/1dj1Z9pKEutLffqyrsafclvwBN0Ue6vNe/view
NOV21,"AQA GCSE Combined Science: Physics Paper 1H, 2021",2021,6,6.6,extended response,3,AO3,6.1.2.2,"The air in the building gains 400 J for every 100 J of energy transferred from the mains electricity supply to the compressor.
An advertisement claims that the heat pump system has an efficiency of 400%.
Explain why the advertisement is not correct.
[3 marks]","the advertisement has ignored the energy input from the surrounding air
so the total energy input is greater than the energy supplied from the electricity
the efficiency must be less than 100%
an answer that the total energy input comes from the electricity supply and the air outside the building gains the first two marking points","an answer that the total energy 
input comes from the electricity 
supply and the air outside the 
building gains the first two 
marking points",27,27,27,27,False,,False,,AQA-8464P1H-QP-NOV21.PDF,AQA-8464P1H-MS-NOV21.PDF,[],[],https://drive.google.com/file/d/1dj1Z9pKEutLffqyrsafclvwBN0Ue6vNe/view
