session,Paper,Year,question_id,Question,Type,Marks,AO,Spec Code,Text,Mark Scheme,Extra Notes,question_page_start,question_page_end,mark_scheme_start_page,mark_scheme_end_page,has_figure,figure_labels_joined,has_table,table_labels_joined,source_qp,source_ms,figure_labels,table_labels,PDF Link
Jun23,1F,2023,6,6.6,short answer,1,AO1,4.3.3.1; 4.3.1.2; 4.3.1.4,Suggest one reason why the leaves of the deadly nightshade plant have chlorosis.,"any one from:
 • lack of chlorophyll
 • lack of magnesium (ions)","allow lack of chloroplasts
 allow lack of mineral (ions) or named example such as iron / nitrate / potassium / zinc (ions) 
 ignore lack of nutrients / nitrogen
 allow lack of water 
 allow incorrect pH of soil
 allow acidic / alkaline soil
 allow (named) infection 
 allow lack of light
 allow other correct suggestions",29,29,29,29,FALSE,,FALSE,,AQA-84611F-QP-JUN23.PDF,AQA-84611F-MS-JUN23.PDF,[],[],https://drive.google.com/file/d/12ze3VSqf943pH-SZ4MWI5ENtGLyqLX46/view
Jun23,1F,2023,6,6.7,short answer,2,AO1,4.3.1.9,"Chemical A has not been tested in large-scale clinical trials in the UK.
 It is important for drugs to be tested in clinical trials before the drugs are approved for 
 use by the public.
 Give two reasons why.
 1
 2","any two from:
 • to check toxicity
 • to check dosage
 • to check its efficacy","allow to check it is safe
 allow to check for side effects
 allow to check it is not poisonous / dangerous / harmful
 allow to check how much is needed
 allow to check it works
 allow to check it does not interact with other drugs",30,30,30,30,FALSE,,FALSE,,AQA-84611F-QP-JUN23.PDF,AQA-84611F-MS-JUN23.PDF,[],[],https://drive.google.com/file/d/12ze3VSqf943pH-SZ4MWI5ENtGLyqLX46/view
Jun23,1F,2023,6,6.8,short answer,1,AO3,4.3.1.9,"There are many online reports making claims about the effects of chemical A.
 Some of these reports are biased.
 Suggest one reason why a report making claims about the effects of chemical A may 
 be biased.","(writers / companies may get) financial gain
 or
 (competitor may suffer) financial loss","ignore because the report has not been peer reviewed
 ignore have not used a double‐blind trial",30,30,30,30,FALSE,,FALSE,,AQA-84611F-QP-JUN23.PDF,AQA-84611F-MS-JUN23.PDF,[],[],https://drive.google.com/file/d/12ze3VSqf943pH-SZ4MWI5ENtGLyqLX46/view
Jun23,1F,2023,6,6.9,multiple choice,1,AO1,4.3.1.9,"How can scientists be sure that claims about new drugs are valid?
 Tick (ü) one box.
 Advertise the claims on social media.
 Ask an international company to produce the drug.
 Have the claims peer reviewed.
 Publish the claims in a newspaper.",have the claims peer reviewed,,31,31,31,31,FALSE,,FALSE,,AQA-84611F-QP-JUN23.PDF,AQA-84611F-MS-JUN23.PDF,[],[],https://drive.google.com/file/d/12ze3VSqf943pH-SZ4MWI5ENtGLyqLX46/view
Jun23,1F,2023,7,7.1,multiple choice,1,AO1,4.2.2.2,"This question is about the circulatory system.
 Figure 5 shows the human heart.
 Which part of the heart receives oxygenated blood from the lungs?
 Tick (ü) one box.
 A
 B
 C
 D",A,,32,32,32,32,TRUE,Figure 5,FALSE,,AQA-84611F-QP-JUN23.PDF,AQA-84611F-MS-JUN23.PDF,['Figure 5'],[],https://drive.google.com/file/d/11HBHJTslOvDsLtJjGmfqCOBiHiqbfpWz/view
Jun23,1F,2023,7,7.2,multiple choice,1,AO1,4.2.2.2,"Which part of the heart pumps deoxygenated blood to the lungs?
 Tick (ü) one box.
 A
 B
 C
 D",C,,32,32,32,32,TRUE,Figure 5,FALSE,,AQA-84611F-QP-JUN23.PDF,AQA-84611F-MS-JUN23.PDF,['Figure 5'],[],https://drive.google.com/file/d/11HBHJTslOvDsLtJjGmfqCOBiHiqbfpWz/view
Jun23,1F,2023,7,7.3,multiple choice,1,AO1,4.2.2.2,"A group of cells called the pacemaker controls the resting heart rate.
 Where in the heart is the pacemaker found?
 Tick (ü) one box.
 Left atrium
 Left ventricle
 Right atrium
 Right ventricle",right atrium,,33,33,33,33,TRUE,Figure 5,FALSE,,AQA-84611F-QP-JUN23.PDF,AQA-84611F-MS-JUN23.PDF,['Figure 5'],[],https://drive.google.com/file/d/11HBHJTslOvDsLtJjGmfqCOBiHiqbfpWz/view
Jun23,1F,2023,7,7.4,short answer,2,AO1,4.2.2.2,"Figure 6 shows a cross section of an artery and of a vein.
 Describe two ways that the structure of an artery is different from the structure 
 of a vein.
 1
 2","any two from:
 • (artery) has a thicker muscle (tissue)
 • (artery) has a thicker elastic (tissue)
 • (artery) has a narrower lumen
 • (artery) does not contain valves","allow converse if clearly referring to a vein
  if neither mark awarded allow 1 mark for artery has a thicker wall
 allow description of lumen",33,33,33,33,TRUE,Figure 6,FALSE,,AQA-84611F-QP-JUN23.PDF,AQA-84611F-MS-JUN23.PDF,['Figure 6'],[],https://drive.google.com/file/d/11HBHJTslOvDsLtJjGmfqCOBiHiqbfpWz/view
Jun23,1F,2023,7,7.5,short answer,1,AO2,4.2.2.2,"In coronary heart disease, the coronary arteries become narrower.
 A build-up of fatty material can cause a blockage in a coronary artery.
 Table 6 shows how a blockage in a coronary artery affects blood flow.
 
 Table 6
 | Percentage (%) of coronary artery that is blocked | Blood flow in cm3/minute |
 |---|---|
 | 0 | 100 |
 | 10 | 64 |
 | 20 | 42 |
 | 50 | 8 |
 | 80 | 2 |
 
 Describe the trend shown in Table 6.","as the percentage of the (coronary) artery that is blocked increases, blood flow decreases","allow converse
 allow the greater the blockage, the less blood flows
 allow negative correlation or inversely proportional
 allow as one increases, the other decreases",34,34,34,34,FALSE,,TRUE,Table 6,AQA-84611F-QP-JUN23.PDF,AQA-84611F-MS-JUN23.PDF,[],['Table 6'],https://drive.google.com/file/d/11HBHJTslOvDsLtJjGmfqCOBiHiqbfpWz/view
Jun23,1F,2023,7,7.6,table completion,4,AO2,4.2.2.2,"Complete Figure 7.
 You should:
 • use a suitable scale for the y-axis
 • plot the data from Table 6
 • draw a line of best fit.","scale on y-axis
 all points plotted
 correct curved line of best fit
 must take up at least 50% of axis","allow 3 or 4 correct plots for 1 mark
 allow a tolerance of ± ½ small square
 ignore line joined point to point with straight lines
 ignore extrapolation",35,35,35,35,TRUE,Figure 7,TRUE,Table 6,AQA-84611F-QP-JUN23.PDF,AQA-84611F-MS-JUN23.PDF,['Figure 7'],['Table 6'],https://drive.google.com/file/d/11HBHJTslOvDsLtJjGmfqCOBiHiqbfpWz/view
Jun23,1F,2023,7,7.7,calculation,1,AO3,4.2.2.2,"Predict the blood flow in a coronary artery with a 35% blockage.
 Use Figure 7.
 Blood flow = ____ cm3/minute",correct answer from student's line in Figure 7,"allow a tolerance of ± ½ small square
 if no line drawn on Figure 7, allow a value from 18 to 24 (cm3/minute)",35,35,35,35,TRUE,Figure 7,FALSE,,AQA-84611F-QP-JUN23.PDF,AQA-84611F-MS-JUN23.PDF,['Figure 7'],[],https://drive.google.com/file/d/11HBHJTslOvDsLtJjGmfqCOBiHiqbfpWz/view
Jun23,1F,2023,7,7.8,extended response,6,AO1,4.2.2.2; 4.2.2.4; 4.4.2.1; 4.4.2.2,Explain the effect of a partly blocked coronary artery on the human body.,"Level 3: Relevant points (reasons / causes) are identified, given in detail and logically linked to form a clear account.
 Level 2: Relevant points (reasons / causes) are identified, and there are attempts at logical linking. The resulting account is not fully clear.
 Level 1: Points are identified and stated simply, but their relevance is not clear and there is no attempt at logical linking.
 No relevant content. 0
 Indicative content:
 • reduced blood flow to heart (muscle / tissue / cells)
 • (so) less oxygen to heart (muscle / tissue / cells)
 • (so) less glucose to heart (muscle / tissue / cells)
 • (so) less (aerobic) respiration (in heart / body cells)
 • (more) anaerobic respiration
 • (so) less energy (released)
 • (so) less muscle contraction
 • (so) less blood / oxygen / glucose around the body (from heart) or slower flow of blood / oxygen / glucose to body (from heart)
 • less carbon dioxide removed from body (muscle / tissue / cells)
 • (resulting in) breathlessness
 • (resulting in) tiredness
 • (anaerobic respiration causes) production of lactic acid
 • (build-up of lactic acid) causes muscle fatigue / pain or chest pain","For Level 3, students must explain the effect of reduced oxygen / glucose on respiration or energy release and its consequence",36,36,36,36,FALSE,,FALSE,,AQA-84611F-QP-JUN23.PDF,AQA-84611F-MS-JUN23.PDF,[],[],https://drive.google.com/file/d/11HBHJTslOvDsLtJjGmfqCOBiHiqbfpWz/view
Jun23,1F,2023,7,7.9,short answer,2,AO1,4.2.2.4,"There are different treatments for a blockage in a coronary artery.
 Explain how one treatment for a blockage in a coronary artery works.","any one pair from:
 • (insert) stent(s) (to) open (coronary) artery
 • (prescribe) statins (to) reduce (blood) cholesterol
 • heart (and lung) transplant (to) replace the diseased heart with a healthy heart
 • use an artificial heart (to) keep the patient alive while waiting for a transplant
 • (artery / heart) bypass (to) divert blood around the blockage","mark as a pair
 allow description
 ignore unblock (coronary) artery
 allow to slow down the rate of fatty material deposit
 allow (artificial heart) pumps blood around the body in place of the heart
 allow description",36,36,36,36,FALSE,,FALSE,,AQA-84611F-QP-JUN23.PDF,AQA-84611F-MS-JUN23.PDF,[],[],https://drive.google.com/file/d/11HBHJTslOvDsLtJjGmfqCOBiHiqbfpWz/view
Nov20,1F,2020,1,1.1,multiple choice,1,AO2,4.1.1.1,"This question is about cells.
 Figure 1 shows a cell.
 What type of cell is shown in Figure 1?
 Tick (ü) one box.
 Animal
 Bacterium
 Plant",bacterium,,2,2,10,10,TRUE,Figure 1,FALSE,,AQA-84611F-QP-NOV20.PDF,AQA-84611F-W-MS-NOV20.PDF,['Figure 1'],[],https://drive.google.com/file/d/1vldWEPB-LdyvIKdaLujLBmoMRWJTN4vZ/view
Nov20,1F,2020,1,1.2,multiple choice,1,AO1,4.1.1.1; 4.1.1.2,"Figure 2 shows an algal cell.
 What is the function of the cell wall?
 Tick (ü) one box.
 To contain the genetic material
 To stop the chloroplasts leaking out
 To strengthen the cell",to strengthen the cell,,3,3,10,10,TRUE,Figure 2,FALSE,,AQA-84611F-QP-NOV20.PDF,AQA-84611F-W-MS-NOV20.PDF,['Figure 2'],[],https://drive.google.com/file/d/1vldWEPB-LdyvIKdaLujLBmoMRWJTN4vZ/view
Nov20,1F,2020,1,1.3,multiple choice,1,AO2,4.1.1.2; 4.2.3.1,"The algal cell is green.
 Which part of the algal cell makes it green in colour?
 Tick (ü) one box.
 Cellulose
 Chloroplast
 Cytoplasm
 Nucleus",chloroplast,,3,3,10,10,TRUE,Figure 2,FALSE,,AQA-84611F-QP-NOV20.PDF,AQA-84611F-W-MS-NOV20.PDF,['Figure 2'],[],https://drive.google.com/file/d/1vldWEPB-LdyvIKdaLujLBmoMRWJTN4vZ/view
Nov20,1F,2020,1,1.4,table completion,3,AO1,4.1.1.2; 4.1.3.1,"Cells contain sub-cellular structures.
 Draw one line from each structure to its function.
 
 Structure
 Cell membrane
 Mitochondria
 Ribosomes
 
 Function
 Controls transport of substances into the cell
 Where energy is released
 Where glucose is made
 Where photosynthesis takes place
 Where proteins are made",additional line from a box on the left negates the mark for that box,,4,4,10,10,FALSE,,FALSE,,AQA-84611F-QP-NOV20.PDF,AQA-84611F-W-MS-NOV20.PDF,[],[],https://drive.google.com/file/d/1vldWEPB-LdyvIKdaLujLBmoMRWJTN4vZ/view
Nov20,1F,2020,1,1.5,multiple choice,1,AO3,4.1.1.2; RPA1,"A student prepared a microscope slide of cheek cells.
 The student looked at one cell using a microscope.
 Figure 3 shows the image the student saw.
 What should the student do to get a clear image?
 Tick (ü) one box.
 Adjust the focus knob
 Make the light dimmer
 Put water on the slide",adjust the focus knob,,5,5,10,10,TRUE,Figure 3,FALSE,,AQA-84611F-QP-NOV20.PDF,AQA-84611F-W-MS-NOV20.PDF,['Figure 3'],[],https://drive.google.com/file/d/1vldWEPB-LdyvIKdaLujLBmoMRWJTN4vZ/view
Nov20,1F,2020,1,1.6,short answer,2,AO2,4.1.1.2; RPA 1,"The student then obtained a clear image.
 Figure 4 shows the clear image.
 Measure the length of the nucleus (A) and the length of the cell (B) in millimetres (mm).
 A = ____ mm
 B = ____ mm",(A =) 15 (mm) (B =) 60 (mm) allow a tolerance of ± 1mm,allow a tolerance of ± 1mm,6,6,10,10,TRUE,Figure 4,FALSE,,AQA-84611F-QP-NOV20.PDF,AQA-84611F-W-MS-NOV20.PDF,['Figure 4'],[],https://drive.google.com/file/d/1vldWEPB-LdyvIKdaLujLBmoMRWJTN4vZ/view
Nov20,1F,2020,1,1.7,calculation,1,AO2,4.1.1.2; RPA 1,"How many times longer is the cell (B) than the nucleus (A)?
 Number of times longer = ____",60 / 15 = 4(.0),allow ecf from question 01.6,6,6,10,10,TRUE,Figure 4,FALSE,,AQA-84611F-QP-NOV20.PDF,AQA-84611F-W-MS-NOV20.PDF,['Figure 4'],[],https://drive.google.com/file/d/1vldWEPB-LdyvIKdaLujLBmoMRWJTN4vZ/view
Nov20,1F,2020,1,1.8,calculation,2,AO2,4.1.1.5; RPA 1,"The student looked at another cell.
 The image width of the cell was 40 mm
 The real width of the cell was 0.1 mm
 Calculate the magnification of the cell.
 Use the equation:
 magnification = size of image / size of real object
 Magnification = ____ ×",40 / 0.1 = 400 do not accept if a unit is given,do not accept if a unit is given,7,7,10,10,FALSE,,FALSE,,AQA-84611F-QP-NOV20.PDF,AQA-84611F-W-MS-NOV20.PDF,[],[],https://drive.google.com/file/d/1vldWEPB-LdyvIKdaLujLBmoMRWJTN4vZ/view
Nov20,1F,2020,2,2.1,multiple choice,1,AO1,4.1.2.2,"This question is about cell division.
 Which process makes two identical new body cells for growth and repair?
 Tick (ü) one box.
 Differentiation
 Fertilisation
 Mitosis",mitosis,,8,8,11,11,FALSE,,FALSE,,AQA-84611F-QP-NOV20.PDF,AQA-84611F-W-MS-NOV20.PDF,[],[],https://drive.google.com/file/d/1WYKhciJkDbP7Ts-cXc5XIpqF_Hg8CvXT/view
Nov20,1F,2020,2,2.2,table completion,2,AO1,4.1.2.2,"Figure 5 shows the three stages of a cell cycle.
 Draw one line from each stage of the cell cycle to what happens during that stage.
 
 Stage of cell cycle
 Stage 1
 Stage 2
 Stage 3
 
 What happens during that stage
 One set of chromosomes is pulled to each end of the cell
 The cytoplasm and cell membrane divide to form two new cells
 The cell grows and the chromosomes replicate",all lines correct = 2 marks 1 or 2 lines correct = 1 mark additional line from a box on the left negates the credit for that box,additional line from a box on the left negates the credit for that box,9,9,11,11,TRUE,Figure 5,FALSE,,AQA-84611F-QP-NOV20.PDF,AQA-84611F-W-MS-NOV20.PDF,['Figure 5'],[],https://drive.google.com/file/d/1WYKhciJkDbP7Ts-cXc5XIpqF_Hg8CvXT/view
Nov20,1F,2020,2,2.3,calculation,2,AO2,4.1.2.2,"What percentage of the total time for the cell cycle is taken by stage 1?
 Percentage = ____ %",(7 / 10) × 100 = 70(%),"allow 
 252
 300
 × 100
 allow answer calculated from 
 angle in range 250° to 254°
 if no other mark awarded, allow 
 0.7 for 1 mark",9,9,11,11,FALSE,,FALSE,,AQA-84611F-QP-NOV20.PDF,AQA-84611F-W-MS-NOV20.PDF,[],[],https://drive.google.com/file/d/1WYKhciJkDbP7Ts-cXc5XIpqF_Hg8CvXT/view
Nov20,1F,2020,2,2.4,multiple choice,1,AO2,4.1.2.2,"A cell divides to form two new cells every 24 hours.
 How many days will it take for the original cell to divide into 8 cells?
 Tick (ü) one box.
 1
 3
 6
 8",3,,9,9,11,11,FALSE,,FALSE,,AQA-84611F-QP-NOV20.PDF,AQA-84611F-W-MS-NOV20.PDF,[],[],https://drive.google.com/file/d/1WYKhciJkDbP7Ts-cXc5XIpqF_Hg8CvXT/view
Nov20,1F,2020,2,2.5,short answer,1,AO1,4.1.2.1; 4.1.2.2,"The chromosomes contain the genetic material.
 Name the chemical which the genetic material is made from.
 ____",DNA,allow deoxyribonucleic acid,10,10,11,11,FALSE,,FALSE,,AQA-84611F-QP-NOV20.PDF,AQA-84611F-W-MS-NOV20.PDF,[],[],https://drive.google.com/file/d/1WYKhciJkDbP7Ts-cXc5XIpqF_Hg8CvXT/view
Nov20,1F,2020,2,2.6,multiple choice,1,AO1,4.1.2.1,"The genetic material is made of many small sections.
 Each section codes for a specific protein.
 What is one section of genetic material on a chromosome called?
 Tick (ü) one box.
 A gamete
 A gene
 A nucleus",a gene,,10,10,11,11,FALSE,,FALSE,,AQA-84611F-QP-NOV20.PDF,AQA-84611F-W-MS-NOV20.PDF,[],[],https://drive.google.com/file/d/1WYKhciJkDbP7Ts-cXc5XIpqF_Hg8CvXT/view
Nov20,1F,2020,2,2.7,short answer,2,AO1,4.1.2.3,"Stem cells are cells which have not yet been specialised to carry out a particular job.
 Bone marrow cells are one example of stem cells.
 Explain how a transplant of bone marrow cells can help to treat medical conditions.
 ____
 ____",(bone marrow) cells differentiate into many / other types of (named) cell (so) will cure diseases where new cells are needed or will cure diseases where cells are damaged,"allow (bone marrow) cells can 
 become many / other types of 
 (named) cell
 allow (so) will cure anaemia /
 leukaemia or blood cancer or
 blood disorders
 allow (so) will cure paralysis /
 diabetes",10,11,11,11,FALSE,,FALSE,,AQA-84611F-QP-NOV20.PDF,AQA-84611F-W-MS-NOV20.PDF,[],[],https://drive.google.com/file/d/1WYKhciJkDbP7Ts-cXc5XIpqF_Hg8CvXT/view
Nov20,1F,2020,3,3.1,short answer,1,AO1,4.3.1.1; 4.3.1.3; 4.3.1.5,"The human body can defend itself against microorganisms that cause disease.
 Viruses are one type of microorganism that cause disease.
 Name one type of microorganism that causes disease in humans.
 Do not refer to viruses in your answer.
 ____",any one from: • bacteria • fungi • protists,"allow singular
 allow names of pathogens 
 e.g. Salmonella
 ignore virus / germ",12,12,12,12,FALSE,,FALSE,,AQA-84611F-QP-NOV20.PDF,AQA-84611F-W-MS-NOV20.PDF,[],[],https://drive.google.com/file/d/1fofpvnkuF7oDH56s11r8qlkblBxZRed4/view
Nov20,1F,2020,3,3.2,multiple choice,2,AO1,4.2.2.1; 4.3.1.6,"Which two defence systems prevent microorganisms infecting the human body?
 Tick (ü) two boxes.
 Air is warmed as it is breathed into the lungs.
 Hairs on the skin trap microorganisms.
 Hydrochloric acid is produced by the stomach.
 Teeth in the mouth crush and kill microorganisms.
 The skin is a barrier covering the whole body.","hydrochloric acid is produced by the stomach
 the skin is a barrier covering the whole body",,12,12,12,12,FALSE,,FALSE,,AQA-84611F-QP-NOV20.PDF,AQA-84611F-W-MS-NOV20.PDF,[],[],https://drive.google.com/file/d/1fofpvnkuF7oDH56s11r8qlkblBxZRed4/view
Nov20,1F,2020,3,3.3,multiple choice,1,AO1,4.2.2.3; 4.3.1.6,"If microorganisms enter the human body the immune system can destroy the microorganisms.
 How does the immune system destroy microorganisms?
 Tick (ü) one box.
 Platelets kill the microorganisms.
 Red blood cells stick to the microorganisms.
 White blood cells engulf the microorganisms.",white blood cells engulf the microorganisms.,,12,12,12,12,FALSE,,FALSE,,AQA-84611F-QP-NOV20.PDF,AQA-84611F-W-MS-NOV20.PDF,[],[],https://drive.google.com/file/d/1fofpvnkuF7oDH56s11r8qlkblBxZRed4/view
Nov20,1F,2020,3,3.4,table completion,2,AO1,4.3.1.7,"Vaccinations prevent people becoming ill with diseases such as measles.
 Complete the sentences.
 Choose answers from the box.
 active
 fast
 resistant
 slow
 weakened
 
 In a vaccine the measles virus is ____ .
 If the measles virus enters the body after vaccination the immune system reaction will be ____ .","weakened
 fast
 in this order only",in this order only,13,13,13,13,FALSE,,FALSE,,AQA-84611F-QP-NOV20.PDF,AQA-84611F-W-MS-NOV20.PDF,[],[],https://drive.google.com/file/d/1fofpvnkuF7oDH56s11r8qlkblBxZRed4/view
Nov20,1F,2020,3,3.5,short answer,1,AO1,4.3.1.1; 4.3.1.2,"How is the measles virus spread from one person to another?
 ____",by coughs / sneezes,"allow ‘by droplets in the air’
 do not accept other means of 
 transmission e.g. touch",13,13,13,13,FALSE,,FALSE,,AQA-84611F-QP-NOV20.PDF,AQA-84611F-W-MS-NOV20.PDF,[],[],https://drive.google.com/file/d/1fofpvnkuF7oDH56s11r8qlkblBxZRed4/view
Nov20,1F,2020,3,3.6,short answer,1,AO2,4.3.1.2,"Doctors investigated the spread of the virus that causes chickenpox.
 The first symptom of chickenpox after exposure to the virus is spots on the body.
 23 children were playing together at a party.
 On the day of the party one of the children developed chickenpox spots.
 Every two days after the party, the doctors recorded when the other 22 children first showed chickenpox spots.
 Table 1 shows the results.
 
 | Day when chickenpox spots first showed | Number of children |
 |:---------------------------------------|:-------------------|
 | 2 | 0 |
 | 4 | 0 |
 | 6 | 0 |
 | 8 | 0 |
 | 10 | 1 |
 | 12 | 1 |
 | 14 | 6 |
 | 16 | 4 |
 | 18 | 2 |
 | 20 | 0 |
 | Total | 14 |
 
 What was the range for the days on which children first showed chickenpox spots?
 Use Table 1.
 From day ____ to day ____",(from day) 10 (to day) 18,"allow (from day) 18 (to day) 
 10",14,14,14,14,FALSE,,TRUE,Table 1,AQA-84611F-QP-NOV20.PDF,AQA-84611F-W-MS-NOV20.PDF,[],['Table 1'],https://drive.google.com/file/d/1fofpvnkuF7oDH56s11r8qlkblBxZRed4/view
Nov20,1F,2020,3,3.7,short answer,1,AO3,4.3.1.2,"Incubation time is the usual time from exposure to a pathogen until the first symptoms appear.
 Suggest the most likely incubation time for chickenpox.
 Incubation time = ____ days",14 (days),"allow in the range 13 to 15 
 (days)",14,14,14,14,FALSE,,TRUE,Table 1,AQA-84611F-QP-NOV20.PDF,AQA-84611F-W-MS-NOV20.PDF,[],['Table 1'],https://drive.google.com/file/d/1fofpvnkuF7oDH56s11r8qlkblBxZRed4/view
Nov20,1F,2020,3,3.8,short answer,1,AO3,4.3.1.2; 4.3.1.7,"Suggest one reason why some of the children did not develop chickenpox.
 ____",any one from: • they had been vaccinated • they already had antibodies • they were immune • they had had it before • they did not get any / enough virus from infected child • they did not play (much) with the infected child,"ignore they were resistant
 ignore they wore a mask 
 unqualified",15,15,15,15,FALSE,,FALSE,,AQA-84611F-QP-NOV20.PDF,AQA-84611F-W-MS-NOV20.PDF,[],[],https://drive.google.com/file/d/1fofpvnkuF7oDH56s11r8qlkblBxZRed4/view
Nov20,1F,2020,3,3.9,short answer,1,AO3,4.3.1.8,"One mother gave antibiotics to her child who had chickenpox.
 Suggest why this child did not recover more quickly than the other children who had chickenpox.
 ____",antibiotics do not kill viruses,"allow antibiotics do not work 
 on viruses
 allow antibiotics only kill 
 bacteria",15,15,15,15,FALSE,,FALSE,,AQA-84611F-QP-NOV20.PDF,AQA-84611F-W-MS-NOV20.PDF,[],[],https://drive.google.com/file/d/1fofpvnkuF7oDH56s11r8qlkblBxZRed4/view
Nov20,1F,2020,4,4.1,short answer,3,AO2,4.4.2.2,"A 45-year-old man exercised on a rowing machine for six minutes.
 A fitness monitor recorded his heart rate and breathing rate every minute.
 Figure 6 shows the results.
 Describe the trend for breathing rate shown in Figure 6.
 Use data from Figure 6 in your answer.
 ____
 ____
 ____",increased (at first) until 4 minutes or 50 breaths per minute (then) stayed constant (from 4 minutes or at 50 breaths per minute),,17,17,17,17,TRUE,Figure 6,FALSE,,AQA-84611F-QP-NOV20.PDF,AQA-84611F-W-MS-NOV20.PDF,['Figure 6'],[],https://drive.google.com/file/d/1KDg0vgSZ9I_daSL47RhQoAXZxUDju6O4/view
Nov20,1F,2020,4,4.2,calculation,1,AO2,4.4.2.2,"The safe maximum heart rate for a person exercising can be calculated using the equation:
 safe maximum heart rate = 220 – age in years
 Calculate the safe maximum heart rate for the man.
 Safe maximum heart rate = ____ beats per minute",175 (beats per minute),,17,17,17,17,FALSE,,FALSE,,AQA-84611F-QP-NOV20.PDF,AQA-84611F-W-MS-NOV20.PDF,[],[],https://drive.google.com/file/d/1KDg0vgSZ9I_daSL47RhQoAXZxUDju6O4/view
Nov20,1F,2020,4,4.3,short answer,1,AO2,4.4.2.2,"What is the man’s maximum heart rate?
 Use Figure 6.
 Man’s maximum heart rate = ____ beats per minute",140 (beats per minute),,17,17,17,17,TRUE,Figure 6,FALSE,,AQA-84611F-QP-NOV20.PDF,AQA-84611F-W-MS-NOV20.PDF,['Figure 6'],[],https://drive.google.com/file/d/1KDg0vgSZ9I_daSL47RhQoAXZxUDju6O4/view
Nov20,1F,2020,4,4.4,short answer,1,AO3,4.2.2.2; 4.4.2.2,"The man concluded that he was exercising at a safe heart rate.
 Give the reason for his conclusion.
 Use your answers from Question 04.2 and Question 04.3
 ____",because his rate is lower than the maximum safe rate,"allow ecf for incorrect values in 
 question 04.2 and question 04.3",17,17,17,17,FALSE,,FALSE,,AQA-84611F-QP-NOV20.PDF,AQA-84611F-W-MS-NOV20.PDF,[],[],https://drive.google.com/file/d/1KDg0vgSZ9I_daSL47RhQoAXZxUDju6O4/view
Nov20,1F,2020,4,4.5,extended response,6,AO3,4.2.2.2; 4.2.2.3; 4.4.2.1; 4.4.2.3; 4.4.2.2,"Explain the ways the man’s body has responded to the exercise.
 Use information from Figure 6 on page 16.
 ____
 ____
 ____
 ____
 ____
 ____","Level 3: Relevant points (reasons/causes) are identified, given in detail and logically linked to form a clear account. 5–6
 Level 2: Relevant points (reasons/causes) are identified, and there are attempts at logical linking. The resulting account is not fully clear. 3–4
 Level 1: Points are identified and stated simply, but their relevance is not clear and there is no attempt at logical linking. 1–2
 No relevant content 0
 Indicative content
 • heart rate increased
  o to increase blood flowing to muscles / lungs
  o to provide more oxygen (to muscles)
  o to provide more glucose (to muscles)
  o to remove carbon dioxide more quickly (from the muscles / blood)
  o to remove lactic acid more quickly (from the muscles)
 • breathing rate increased
  o supplies more oxygen / air to lungs
  o so more oxygen to blood
  o more carbon dioxide removed
 • more oxygen to muscles
  o needed for (increased) respiration
  o to release / provide energy
  o for muscle contraction
 • anaerobic respiration occurs
  o due to lack of oxygen
  o which causes a build-up of lactic acid
  o oxygen debt
  o muscle fatigue / pain
 To reach Level 3, there must be reference to heart rate, breathing rate and respiration",,18,18,18,18,TRUE,Figure 6,FALSE,,AQA-84611F-QP-NOV20.PDF,AQA-84611F-W-MS-NOV20.PDF,['Figure 6'],[],https://drive.google.com/file/d/1KDg0vgSZ9I_daSL47RhQoAXZxUDju6O4/view
Nov20,1F,2020,5,5.1,short answer,1,AO3,4.3.3.2,"Figure 7 shows part of a deadly nightshade plant.
 How will the poisonous berries help the deadly nightshade plant to survive?
 ____",will stop animals / herbivores eating it,allow it will not be eaten,19,19,19,19,TRUE,Figure 7,FALSE,,AQA-84611F-QP-NOV20.PDF,AQA-84611F-W-MS-NOV20.PDF,['Figure 7'],[],https://drive.google.com/file/d/1EP8tS0AlpaKs8cmOTR2rZ4mF3B7AVGzY/view
Nov20,1F,2020,5,5.2,multiple choice,1,AO1,4.3.3.2,"Which type of defence mechanism are the berries?
 Tick (ü) one box.
 Chemical
 Mechanical
 Physical",chemical,,19,19,19,19,TRUE,Figure 7,FALSE,,AQA-84611F-QP-NOV20.PDF,AQA-84611F-W-MS-NOV20.PDF,['Figure 7'],[],https://drive.google.com/file/d/1EP8tS0AlpaKs8cmOTR2rZ4mF3B7AVGzY/view
Nov20,1F,2020,5,5.3,short answer,1,AO3,4.3.3.2,"Figure 8 shows part of a gorse plant.
 Suggest how the gorse plant is adapted to defend itself.
 ____",thorns / spikes / spines / prickles (to stop animals / herbivores eating it),,20,20,20,20,TRUE,Figure 8,FALSE,,AQA-84611F-QP-NOV20.PDF,AQA-84611F-W-MS-NOV20.PDF,['Figure 8'],[],https://drive.google.com/file/d/1EP8tS0AlpaKs8cmOTR2rZ4mF3B7AVGzY/view
